,merchant,category,amt,gender,street,city,state,zip,lat,long,city_pop,job,unix_time,age,month,year,is_fraud
164,Luettgen PLC,gas_transport,91.89,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74.0,13835,Programmer,1345952232,57,8,2019,0
165,Renner Ltd,home,49.56,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,1350842090,60,10,2019,0
166,Murray Smitham,grocery_pos,312.03,F,755 Solis Isle Suite 075,New Memphis,IL,62266,38.4857,-89.6816,254,Magazine journalist,1328578955,72,2,2019,1
167,Jaskolski Vervort,misc_net,7.73,M,0547 Russell Ford Suite 574,Kirk,CO,80824,39.6171,-102.4776,207,Network engineer,1386904909,69,12,2020,0
168,Rodriguez Group,gas_transport,10.72,M,1287 Michael Roads,Washoe Valley,NV,89704,39.2669,-119.8174,4290,Animal nutritionist,1346378280,35,8,2019,1
169,Collier LLC,home,16.32,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,Engineer,1384951154,68,11,2020,0
170,Kutch Hermiston  Farrell,gas_transport,57.72,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1335093513,81,4,2019,0
171,Crona  Sons,kids_pets,19.8,F,00378 Sarah Burgs Suite 106,Winnsboro,SC,29180,34.381,-81.109,14267,Solicitor,1362746811,61,3,2020,1
172,Nicolas Hills  Mc Glynn,entertainment,2.84,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1352064651,39,11,2019,0
173,Daugherty LLC,kids_pets,74.44,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,1352674109,37,11,2019,0
174,Conroy Cruickshank,gas_transport,12.4,F,007 Tonya Isle Suite 299,Wever,IA,52658,40.7067,-91.2268,1071,Quantity surveyor,1382684238,26,10,2020,1
175,Reichert Rowe  Mraz,shopping_net,1059.44,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1336947563,36,5,2019,1
176,Stracke Lemke,grocery_pos,87.22,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1354937352,65,12,2019,0
177,Conroy Emard,food_dining,16.52,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1350841617,43,10,2019,0
178,Harris Inc,gas_transport,71.13,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1344315318,42,8,2019,0
179,Beer Jast,kids_pets,101.02,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist,1379100397,62,9,2020,0
180,Torphy Goyette,shopping_pos,7.42,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1327264430,50,1,2019,0
181,Waelchi Wolf,kids_pets,142.03,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1374417983,37,7,2020,0
182,Goyette Howell  Collier,shopping_pos,730.96,M,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966,Structural engineer,1366240001,77,4,2020,1
183,Runte Green  Emard,health_fitness,26.03,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1339679255,33,6,2019,0
184,Bahringer Group,health_fitness,84.39,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1381247336,41,10,2020,0
185,Corwin Collins,gas_transport,12.17,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1343467138,50,7,2019,1
186,Kling Howe  Schneider,home,77.03,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing,1344860165,50,8,2019,0
187,Stracke Lemke,grocery_pos,326.29,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,Radiographer,1358387373,59,1,2020,1
188,Heathcote LLC,shopping_net,882.13,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1373587044,57,7,2020,1
189,Padberg Welch,grocery_pos,358.76,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1358561028,50,1,2020,1
190,Parisian Schiller  Altenwerth,misc_net,814.9,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1373592789,37,7,2020,1
191,Yost Rogahn,personal_care,21.58,M,078 Alex Fields,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,1328217850,34,2,2019,1
192,Roob Conn  Tremblay,shopping_pos,35.31,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1345921218,38,8,2019,0
193,Nader Heller,misc_net,80.49,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1363351238,28,3,2020,0
194,Kuhic Inc,grocery_pos,303.88,M,6139 Mark Rapid Apt. 651,Christine,ND,58015,46.5522,-96.7909,291,Television floor manager,1349910100,33,10,2019,1
195,Schmidt  Sons,shopping_net,54.58,M,9670 Monroe Junctions,Rockwood,PA,15557,39.9373,-79.1865,3684,General practice doctor,1328213104,48,2,2019,0
196,Windler Goodwin  Kovacek,home,81.78,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1363798504,58,3,2020,0
197,Flatley Group,misc_pos,6.43,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1354021066,33,11,2019,0
198,Gottlieb Group,kids_pets,108.71,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,Engineer,1332691919,35,3,2019,0
199,Nienow Ankunding  Collier,misc_pos,6.35,M,172 Paula Inlet Apt. 650,Cross Plains,TX,76443,32.1482,-99.1872,1897,Chief Operating Officer,1359545190,71,1,2020,0
200,Harris Inc,gas_transport,20.48,M,3896 Gilmore Mill,Emmons,MN,56029,43.5089,-93.4824,744,Communications engineer,1353063971,56,11,2019,1
201,Reinger Weissnat  Strosin,food_dining,85.91,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1369098530,82,5,2020,0
202,Kerluke Abshire,shopping_net,986.82,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,Teacher,1355092381,55,12,2019,1
203,Auer West,shopping_net,996.48,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,1363751651,31,3,2020,1
204,Macejkovic Lesch,shopping_pos,1065.68,F,08580 Jeremy Falls,Bay City,OR,97107,45.5197,-123.8761,1530,Colour technologist,1363564194,38,3,2020,1
205,Wolf Inc,grocery_pos,304.89,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1342846666,27,7,2019,1
206,Denesik  Sons,shopping_pos,9.31,M,646 Louis Fort Apt. 665,North Las Vegas,NV,89084,36.2815,-115.1482,214518,Catering manager,1335342493,64,4,2019,0
207,Schoen Ltd,kids_pets,23.01,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,Investment banker,1330382073,83,2,2019,1
208,Jast Mc Dermott,shopping_pos,996.71,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1364942881,74,4,2020,1
209,Heathcote LLC,shopping_net,1126.71,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1329868753,89,2,2019,1
210,Hodkiewicz Prohaska  Paucek,travel,6.56,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1384464616,53,11,2020,0
211,Heidenreich PLC,grocery_pos,263.15,F,2677 Byrd Village Suite 035,San Jose,CA,95148,37.3304,-121.7913,973849,Geoscientist,1339639741,27,6,2019,1
212,Kuvalis Ltd,gas_transport,13.19,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,1339729058,31,6,2019,1
213,Donnelly PLC,misc_net,929.5,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1335314833,25,4,2019,1
214,Baumbach Feeney  Morar,shopping_net,1058.84,M,62931 Ralph Court,Lakeland,FL,33813,27.9611,-81.9398,237282,Radiographer,1345241954,63,8,2019,1
215,Pacocha Bauch,shopping_pos,750.66,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,Scientist,1340490375,62,6,2019,1
216,Kuhic LLC,shopping_net,228.34,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1342058258,57,7,2019,0
217,Moore Dibbert  Koepp,misc_net,716.52,M,7340 Mcgrath Islands,Greenport,NY,11944,41.1039,-72.3674,4299,Broadcast presenter,1328917283,56,2,2019,1
218,Botsford Ltd,shopping_pos,860.18,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1328391430,44,2,2019,1
219,Balistreri Nader,misc_pos,8.64,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1363995646,37,3,2020,1
220,Conroy Ltd,shopping_pos,5.69,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,1325950023,39,1,2019,0
221,Reilly Heaney  Cole,gas_transport,71.65,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,Therapist,1387156845,36,12,2020,0
222,Deckow O'Conner,grocery_pos,305.89,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,1357959130,65,1,2020,1
223,Stracke Lemke,grocery_pos,294.85,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1327021158,69,1,2019,1
224,Dare Casper  Bartoletti,kids_pets,139.9,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1344719878,37,8,2019,0
225,Fisher Inc,shopping_net,1054.06,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,Engineer,1340924739,79,6,2019,1
226,Osinski Ledner  Leuschke,grocery_pos,306.45,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,Scientist,1362101256,61,3,2020,1
227,Kutch Ferry,home,265.37,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1339279548,33,6,2019,1
228,Berge LLC,gas_transport,70.18,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1364950848,44,4,2020,0
229,Fisher Inc,shopping_net,973.5,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist,1331855311,43,3,2019,1
230,Huels Hahn,gas_transport,67.49,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,Designer,1341305115,86,7,2019,0
231,Moen Reinger  Murphy,grocery_pos,319.08,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,Therapist,1375496380,25,8,2020,1
232,Reichert Huels  Hoppe,shopping_net,983.27,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,Surveyor,1380964183,47,10,2020,1
233,Waters Cruickshank,health_fitness,20.58,F,9612 Robert Light Apt. 340,Georgetown,DE,19947,38.679,-75.3932,18799,Designer,1335654204,24,4,2019,1
234,Harris Group,food_dining,43.7,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1328199076,30,2,2019,0
235,Lockman Ltd,grocery_pos,309.99,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1360205038,39,2,2020,1
236,Kunze Inc,grocery_pos,309.04,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1372239093,42,6,2020,1
237,Bahringer Bergnaum  Quitzon,home,72.09,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1346365522,93,8,2019,0
238,Boyer Reichert,shopping_net,1032.03,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1343428559,88,7,2019,1
239,Zboncak Ltd,food_dining,34.31,F,8986 Fitzgerald Plains,Winslow,AR,72959,35.8312,-94.1187,2786,Musician,1348301060,59,9,2019,0
240,Kovacek Dibbert  Ondricka,grocery_pos,327.36,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.64399999999999,3876,Senior tax professional,1355109800,64,12,2019,1
241,Koss Hansen  Lueilwitz,home,74.02,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1329341035,46,2,2019,0
242,Welch Inc,misc_net,650.5,M,66035 Benjamin Villages,Syracuse,MO,65354,38.6547,-92.8929,628,Radiographer,1339940725,63,6,2019,1
243,Huel Hammes  Witting,grocery_pos,318.37,M,362 Brown Wall,Kaktovik,AK,99747,66.6933,-153.994,239,Careers information officer,1332473525,28,3,2019,1
244,Lind Buckridge,entertainment,69.08,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,Engineer,1379782587,41,9,2020,0
245,Denesik  Sons,shopping_pos,9.61,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,Lecturer,1368981342,29,5,2020,0
246,Hills Witting,shopping_net,909.81,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,1338074112,69,5,2019,1
247,Koss  Sons,gas_transport,48.18,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,Development worker,1375329694,52,8,2020,0
248,Friesen Ltd,health_fitness,8.89,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1381687185,27,10,2020,0
249,Bode Rempel,kids_pets,59.18,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1375014075,39,7,2020,0
250,Roob Conn  Tremblay,shopping_pos,779.36,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,Engineer,1341014357,79,6,2019,1
251,Donnelly PLC,misc_net,695.52,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,1375843450,31,8,2020,1
252,Erdman Ebert,personal_care,101.03,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1343755065,42,7,2019,0
253,Christiansen Gusikowski,misc_pos,9.63,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,1363214829,48,3,2020,1
254,Larson Moen,entertainment,337.24,F,64965 Morris Hollow Suite 323,Pleasant Hill,MO,64080,38.7859,-94.244,12866,Information officer,1354749951,78,12,2019,1
255,Zboncak LLC,food_dining,3.45,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,Development worker,1341171976,52,7,2019,0
256,Schulist Ltd,food_dining,29.92,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1337949407,54,5,2019,0
257,Runolfsdottir Mueller  H,entertainment,519.54,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional,1337471109,30,5,2019,1
258,Huel Ltd,misc_net,687.1,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,1343965608,37,8,2019,1
259,Koepp Parker,grocery_pos,287.29,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,1364865220,53,4,2020,1
260,Stark Koss,home,93.03,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1335642499,89,4,2019,0
261,Runolfsson  Sons,grocery_net,10.95,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film,1359008666,49,1,2020,1
262,Gutmann Ltd,grocery_net,64.19,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1386830642,43,12,2020,0
263,Stamm Witting,shopping_net,865.63,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,Radiographer,1358465398,59,1,2020,1
264,Macejkovic Lesch,shopping_pos,134.66,M,956 Paul Fields Suite 108,Orr,MN,55771,48.1439,-92.8561,1680,Horticultural therapist,1341398128,48,7,2019,0
265,Sawayn PLC,shopping_pos,716.15,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector,1354832948,29,12,2019,1
266,Schoen Nienow  Bauch,personal_care,7.42,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1361313609,39,2,2020,0
267,Price Inc,shopping_net,963.05,M,6905 Hutchinson Inlet,Kenner,LA,70065,30.0252,-90.2522,68211,Energy engineer,1357858710,90,1,2020,1
268,Thiel Ltd,travel,9.94,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,Development worker,1382034012,65,10,2020,1
269,Kovacek Dibbert  Ondricka,grocery_pos,135.71,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1351406914,70,10,2019,0
270,Schoen Nienow  Bauch,personal_care,73.62,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1375044396,44,7,2020,0
271,Romaguera Ltd,health_fitness,19.11,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1381622278,35,10,2020,1
272,Durgan Gislason  Spencer,home,271.41,F,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,1328052454,38,1,2019,1
273,Hayes Marquardt  Dibbert,misc_net,850.47,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1337476693,31,5,2019,1
274,Hills Witting,shopping_net,940.61,F,537 Brian Island,Guthrie,OK,73044,35.833,-97.436,20226,Retail manager,1383259208,55,10,2020,1
275,Kerluke Abshire,shopping_net,957.89,M,6993 Carr Lodge Apt. 311,Jordan Valley,OR,97910,42.8801,-117.281,641,Economist,1370127221,31,6,2020,1
276,Little Gutmann  Lynch,shopping_net,1150.64,M,8206 Harris Extensions Apt. 996,Wilmington,NC,28412,34.1572,-77.9141,186140,Accountant,1359671054,58,1,2020,1
277,Langworth Boehm  Gulgowski,shopping_net,994.37,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1327103381,69,1,2019,1
278,Kuhic Bins  Pfeffer,shopping_net,1045.27,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1339209827,33,6,2019,1
279,Weimann Kuhic  Beahan,shopping_pos,1046.06,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1331334714,48,3,2019,1
280,Dare Marvin,entertainment,553.24,F,019 Kimberly Light Apt. 039,Kings Bay,GA,31547,30.7906,-81.5607,1293,Naval architect,1364255612,61,3,2020,1
281,Kassulke PLC,shopping_net,1113.08,M,66234 Hall Lock Suite 758,Jackson,MS,39211,32.3739,-90.1293,233060,Horticulturist,1379893670,52,9,2020,1
282,Barton LLC,kids_pets,41.7,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,Development worker,1342728321,35,7,2019,0
283,Shields Wunsch,health_fitness,26.47,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional,1337379526,30,5,2019,1
284,Gutmann Upton,misc_pos,745.88,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1386733701,36,12,2020,1
285,Turcotte Mc Kenzie  Koss,entertainment,42.09,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1382448905,43,10,2020,0
286,Kassulke Inc,entertainment,69.12,F,486 Wilkins Pines,Lithopolis,OH,43136,39.8013,-82.8125,460,Lecturer,1362773817,20,3,2020,0
287,Schoen Quigley,kids_pets,57.34,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,1374706637,83,7,2020,0
288,Morissette Weber  Wieg,grocery_net,25.92,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,Psychologist,1327806079,26,1,2019,0
289,Kilback LLC,grocery_pos,283.61,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1329524321,32,2,2019,1
290,Cronin Kshlerin  Weber,health_fitness,12.56,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,Teacher,1381534669,27,10,2020,0
291,Armstrong Walter  Gottlieb,food_dining,54.76,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1363992210,44,3,2020,0
292,Volkman Predovic,shopping_net,10.56,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1334513980,27,4,2019,0
293,Zboncak Rowe  Murazik,shopping_net,858.32,F,343 Joshua Views,Liberty Mills,IN,46946,41.0356,-85.7358,136,Soil scientist,1359071634,71,1,2020,1
294,Bednar Group,misc_net,3.88,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1376359731,38,8,2020,0
295,Prohaska Murray,gas_transport,10.35,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1350531097,60,10,2019,1
296,Parisian Schiller  Altenwerth,misc_net,893.06,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1329011668,28,2,2019,1
297,Hintz Bruen,grocery_net,49.97,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1367055452,41,4,2020,0
298,Kozey Boehm,shopping_net,886.21,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1337987681,39,5,2019,1
299,Huel Ltd,misc_net,25.25,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1368880175,52,5,2020,0
300,Kemmer Buckridge,misc_pos,68.33,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1356157990,50,12,2019,0
301,Sporer Keebler,personal_care,130.93,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,1363563832,51,3,2020,0
302,Roob Conn  Tremblay,shopping_pos,2.46,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1329378553,82,2,2019,0
303,Waelchi Wolf,kids_pets,44.33,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,Radiographer,1342038452,59,7,2019,0
304,Schiller Ltd,personal_care,18.42,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,Designer,1337293091,76,5,2019,0
305,Goldner Kovacek  Abbott,grocery_pos,292.73,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,Editor,1346643971,29,9,2019,1
306,Hudson Grady,shopping_pos,913.18,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,Editor,1356569336,41,12,2019,1
